[泪]太杯具了，每天2000个名额都没赶上！！今天查不了武汉通余额了，只有明天再来碰碰运气注册武汉通360（http://t.cn/aK5PgH）！[怒骂]	“武汉”是一个地缘政治实体名实体
[泪]太杯具了，每天2000个名额都没赶上！！今天查不了武汉通余额了，只有明天再来碰碰运气注册武汉通360（http://t.cn/aK5PgH）！[怒骂]	“武汉”是一个地缘政治实体名实体
[泪]太杯具了，每天2000个名额都没赶上！！今天查不了武汉通余额了，只有明天再来碰碰运气注册武汉通360（http://t.cn/aK5PgH）！[怒骂]	“了”不是一个命名实体
[泪]太杯具了，每天2000个名额都没赶上！！今天查不了武汉通余额了，只有明天再来碰碰运气注册武汉通360（http://t.cn/aK5PgH）！[怒骂]	“碰碰”不是一个命名实体
罗拉所有机锁：按西门子恢复出厂设置：西门子乱文回中文：西门子软件版本：左键爱立信老机回英语：爱立信新机回英语：按左键右键	“罗拉”是一个地缘政治实体名实体
罗拉所有机锁：按西门子恢复出厂设置：西门子乱文回中文：西门子软件版本：左键爱立信老机回英语：爱立信新机回英语：按左键右键	“英语”不是一个命名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“美国宝宝”是一个地缘政治实体名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“美国”是一个地缘政治实体名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“美国”是一个地缘政治实体名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“水宝宝”不是一个命名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“使用”不是一个命名实体
[心]美国直邮为白白嫩嫩的皮肤做准备咯款水宝宝系列一直是美国医师推荐的NO1的防晒品连6个月以上的宝宝都可以使用的超级安全温和清爽的防晒品，保护儿童娇嫩敏感肌肤，性质温和，气味芬芳。有效阻止UVAandUVB，是普通防晒品的效果的50倍。防水，在游泳时可以维持80分钟。美国原产.170g	“产”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“上海”是一个地缘政治实体名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“家乐福”是一个组织实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“思念公司”是一个组织实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“郑州市”是一个地缘政治实体名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“上海”是一个地缘政治实体名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“家乐福”是一个组织实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“北京”是一个地缘政治实体名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“上海”是一个地缘政治实体名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“[”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“水饺”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“调查”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“致病菌”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“检”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“通知”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“..http”不是一个命名实体
[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D	“Sv120D”不是一个命名实体
哈哈，，，，这张我老妈看了，都无语了丫头哒哒夏至不再来我的犬马你的淡饭我在	“的”不是一个命名实体
分段的掉人，一起死你吗比去。玩你吗个比排位，跟你麻痹没长脑子一样。去你吗个比的。真妮麻痹好脑	“的”不是一个命名实体
和我弟玩这个玩得不亦乐乎，孩纸们还知道这是啥么。抱抱	“不亦乐乎”不是一个命名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“青岛”是一个地缘政治实体名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“鑫江”是一个地缘政治实体名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“希”是一个地名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“我”不是一个命名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“在”不是一个命名实体
累死了。。。睡觉我在青岛鑫江希尔顿逸林酒店	“逸林”不是一个命名实体
羊肉炖萝卜:配料：白萝卜500克，羊肉250克，姜、料酒，食盐。。做法：白萝卜、羊肉洗净切块备用，锅内放入适量清水将羊肉入锅，开锅后5、6分钟捞出羊肉，水倒掉，重新换水烧开后放入羊肉、姜、料酒、盐，炖至六成熟，将白萝卜入锅至熟。	“至”不是一个命名实体
强烈支持转发。地址：http://t.cn/8kPNx8I	“地址”不是一个命名实体
//@治愈系心理学:心在一起爱就在一起	“心理学”不是一个命名实体
东莞广播电视台想领煮饭神器回家的童鞋，转起吧笑哈哈	“东莞”是一个地缘政治实体名实体
东莞广播电视台想领煮饭神器回家的童鞋，转起吧笑哈哈	“广播电视台”是一个组织实体
东莞广播电视台想领煮饭神器回家的童鞋，转起吧笑哈哈	“想”不是一个命名实体
东莞广播电视台想领煮饭神器回家的童鞋，转起吧笑哈哈	“领煮”不是一个命名实体
新浪微博四周年丫头哒哒你非带我认识新浪微博，夏至不再来你帮我弄好的新浪微博，徐爱强你是我最早认识的微友哈哈哈哈我在	“徐爱强”是一个人名实体
新浪微博四周年丫头哒哒你非带我认识新浪微博，夏至不再来你帮我弄好的新浪微博，徐爱强你是我最早认识的微友哈哈哈哈我在	“是”不是一个命名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“胡劳斯”是一个人名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“胡劳斯”是一个人名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“昨儿”不是一个命名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“九”不是一个命名实体
美的冰箱苏宁易购国庆狂欢转发赢地址：	“苏宁易购”是一个组织实体
美的冰箱苏宁易购国庆狂欢转发赢地址：	“赢”不是一个命名实体
偶像，我来了。//@全球时尚魅族:你是金鱼粉吗？[偷笑]你喜欢邓紫棋吗？这个活动操作简单又有趣！快猛戳下面的活动链接↓↓↓	“邓紫棋”是一个人名实体
偶像，我来了。//@全球时尚魅族:你是金鱼粉吗？[偷笑]你喜欢邓紫棋吗？这个活动操作简单又有趣！快猛戳下面的活动链接↓↓↓	“猛”不是一个命名实体
春节版的微博客户端好喜庆我给大家拜个年送个红包让红包飞汽车、千台手机等你拿猛戳新版特性新增精美新年主题全新话题功能支持分享到微信	“微博”是一个组织实体
春节版的微博客户端好喜庆我给大家拜个年送个红包让红包飞汽车、千台手机等你拿猛戳新版特性新增精美新年主题全新话题功能支持分享到微信	“话题”不是一个命名实体
你费了那么大劲才找到一个超会赚钱的老婆。——《生活大爆炸》2523461_20140216231045.jpg	“一个”不是一个命名实体
北京太阳宫足球场董育真是的菲菲堂真的可怜	“北京太阳宫足球场”是一个地名实体
北京太阳宫足球场董育真是的菲菲堂真的可怜	“董育”不是一个命名实体
明天台风神马的过境应该很刺激吧长这么大要见到台风了，好紧张好怕怕耶王王可暨南学生报广州会停课吗许愿华工记者团摄影部奥特曼五山的孩子们，准备好迎接暴风雨了吗？华农微新闻华师头条暨南学生报华工微博协会华工资讯	“暨南学生报”是一个组织实体
